Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2025/04/25 16:11,B017,A0000259,B009,A0000320,55.49,USD,55.49,USD,ACH,0
2025/04/26 01:34,B014,A0000234,B027,A0000152,79.29,USD,79.29,USD,ACH,0
2025/04/26 02:19,B023,A0000260,B013,A0000019,280.55,USD,280.55,USD,ACH,0
2025/04/26 04:37,B022,A0000246,B026,A0000363,334.0,USD,334.0,USD,ACH,0
2025/04/26 05:37,B002,A0000126,B011,A0000093,91.43,USD,91.43,USD,Cheque,0
2025/04/26 06:13,B019,A0000098,B004,A0000040,537.08,GBP,537.08,GBP,ACH,0
2025/04/26 12:19,B007,A0000314,B023,A0000248,647.59,USD,647.59,USD,Credit Card,0
2025/04/26 22:44,B000,A0000137,B011,A0000093,880.01,USD,880.01,USD,Cash,0
2025/04/27 00:54,B027,A0000219,B015,A0000343,324.52,USD,324.52,USD,ACH,0
2025/04/27 07:36,B016,A0000078,B004,A0000177,812.22,USD,812.22,USD,ACH,0
2025/04/27 14:51,B003,A0000119,B023,A0000088,19881.9,USD,19881.9,USD,Cash,1
2025/04/27 18:35,B021,A0000211,B000,A0000380,127.78,USD,127.78,USD,Cheque,0
2025/04/28 13:09,B005,A0000250,B007,A0000205,69.85,USD,69.85,USD,ACH,0
2025/04/29 03:08,B007,A0000210,B023,A0000105,206.68,GBP,206.68,GBP,Credit Card,0
2025/04/30 08:23,B029,A0000144,B008,A0000270,96.68,CHF,96.68,CHF,Credit Card,0
2025/04/30 14:22,B000,A0000384,B023,A0000212,150.99,EUR,150.99,EUR,Credit Card,0
2025/04/30 18:19,B007,A0000205,B029,A0000011,1437.11,EUR,1437.11,EUR,Wire,0
